Employee Id,Name,Age,Department,Date of Joining,Years of Experience,Country,Salary,Performance Rating,Total Sales,Support Rating
6916,Kyle Guzman,55,Operations,2021-01-01,17,Drogol,112326,3,0,0
7214,Dr. Nancy Lopez,48,Support,2024-01-01,12,Kaldora,70679,1,0,1
5801,Brenda Davis,49,Support,2017-01-01,13,Utopia,107815,4,0,4
1091,,46,Support,2017-01-01,11,aqualiS,97129,Medium,0,3
8549,Christopher Madden Jr.,40,Operations,2022-01-01,7,Zebronia,85974,Medium,0,0
7231,Brandy Webster,46,Support,2010-01-01,8,Drogol,88383,2,0,2
4307,Jennifer Graham,60,Marketing,2019-01-01,18,Aqualis,107216,2,0,0
6909,Jessica Jenkins,52,Operations,2025-01-01,14,Kaldora,104847,High Performer,0,0
1051,James Hebert,48,Development,2016-01-01,20,Zebronia,137158,5,0,0
6642,Scott Kim,59,Development,2024-01-01,18,Zebronia,131825,5,0,0
3710,Cristina Burke,36,Operations,2018-01-01,8,Nirvon,92044,2,0,0
3029,Kevin Scott DVM,54,Development,2011-01-01,11,Zebronia,113349,4,0,0
8914,Cheyenne Williams,47,Development,2016-01-01,13,Arkalon,127686,5,0,0
5029,Dustin Kaufman,52,Development,2018-01-01,14,Xentara,114753,3,0,0
4681,Christopher Hernandez,41,Support,01/01/2022,14,Nirvon,91990,4,0,3
5301,Mary Flores,38,Support,2014-01-01,2,Aqualis,107645,4,0,3
2499,Misty Williams,29,Sales,2017-01-01,5,Zebronia,135325,3,100261,0
2822,Miranda Gordon,57,Support,2010-01-01,17,Nirvon,82024,2,0,1
6671,Tammy Wood,42,Development,2012-01-01,16,Kaldora,119623,3,0,0
7544,Wesley Baxter,54,Sales,01-01-2021,19,Kaldora,87535,1,29328,0
4721,Alan Weaver,41,Support,2021-01-01,11,Kaldora,93355,2,0,3
3339,Dillon Fox,45,Leadership,2015-01-01,17,Zebronia,274840,5,0,0
2994,Cassandra Ingram,48,Development,2015-01-01,18,Lumeria,125298,3,0,0
3650,Whitney White,37,Development,2017-01-01,13,Arkalon,117707,4,0,0
6561,Barbara Vargas,28,Sales,2016-01-01,4,Utopia,-8890,3,113820,0
7997,Peter Green,57,Development,2012-01-01,17,Drogol,129075,5,0,0
6891,Stephanie Armstrong,54,Marketing,2014-01-01,13,Utopia,96771,2,0,0
4308,Denise Walker,58,Operations,2026-01-01,18,Kaldora,100032,2,0,0
5136,Sandra Castro,47,Support,2012-01-01,7,Arkalon,114619,5,0,5
4054,Andrea Leonard,29,Support,2026-01-01,1,Nirvon,79284,3,0,2
9288,Joseph Crosby,47,Operations,2021-01-01,16,Nirvon,107603,2,0,0
2800,Samantha Ellis,51,Support,2025-01-01,20,Lumeria,76609,2,0,2
5446,Katherine Lewis,37,Development,2015-01-01,6,Arkalon,94065,3,0,0
1059,Eric Duncan,58,Development,2012-01-01,14,Kaldora,115029,3,0,0
3235,Carla Rios,33,Development,2019-01-01,4,Vantor,96663,5,0,0
3769,Jeremy Ross,24,Operations,2019-01-01,2,Drogol,82264,3,0,0
8694,Mary Johnson,47,Development,2013/01/01,12,Aqualis,108095,2,0,0
6918,Leslie Martin,36,Development,2025-01-01,6,Drogol,85167,3,0,0
8387,Troy Gordon,37,Marketing,2019-01-01,12,Drogol,109448,4,0,0
2691,Elaine Benson,36,Support,2019-01-01,7,Utopia,102636,3,0,4
7132,Jacqueline Ford MD,50,Development,2010-01-01,12,aQuALis,110178,3,0,0
4527,Jimmy Hansen,29,Support,2012-01-01,6,Lumeria,82177,2,0,1
3647,Brandon Farley,26,Development,01-01-2023,4,Aqualis,80640,2,0,0
5911,James Cannon,56,Development,01/01/2016,18,Vantor,129648,4,0,0
8955,,30,Development,2014-01-01,3,Vantor,85280,2,0,0
3774,Kaitlyn Wiggins,25,Support,2025-01-01,3,Zebronia,91613,3,0,4
6571,Travis Owen,39,Leadership,2019-01-01,15,Arkalon,500000,Medium,0,0
6430,Kimberly Shelton,43,Sales,2024-01-01,13,Arkalon,107779,2,74080,0
4996,,56,Operations,2013/01/01,12,Xentara,102580,3,0,0
4342,Sarah Hart,45,Development,2018-01-01,3,Lumeria,85033,2,0,0
2175,Gregory Romero,33,Development,2018-01-01,9,Zebronia,99362,2,0,0
1226,Jeffrey Hart,39,Development,2022-01-01,12,Vantor,110341,3,0,0
7191,Michael Burton,49,Operations,2017-01-01,7,Aqualis,93394,3,0,0
3340,John Salazar,57,Support,2016-01-01,17,Lumeria,,2,0,2
4385,,31,Development,2013-01-01,6,Arkalon,100464,4,0,0
6087,,29,Sales,2023-01-01,3,Kaldora,125066,2,89781,0
8213,John Harrison,45,Support,2017-01-01,8,Nirvon,96837,3,0,3
5060,Peter Lopez,45,Operations,01/01/2016,7,Utopia,99019,5,0,0
2829,Louis Jennings,42,Marketing,01-01-2013,12,Arkalon,103024,4,0,0
2930,Mark Frank,39,Development,01/01/2017,9,Kaldora,114361,4,0,0
4840,Joshua Espinoza DDS,27,Development,2010/01/01,2,Drogol,82169,2,0,0
3182,Charles Mcdonald,46,Marketing,2015-01-01,2,Drogol,79132,3,0,0
6471,Heather David,54,Development,2014-01-01,9,Utopia,-23856,4,0,0
1758,Dylan Owen,34,Marketing,2025-01-01,4,Nirvon,76521,Medium High,0,0
5902,Laura Hurley,34,Support,2018-01-01,8,Zebronia,85550,1,0,2
9642,Scott Archer,35,Leadership,2026-01-01,3,Xentara,258291,3,0,0
6370,Steven Campbell,31,Operations,01/01/2025,8,Utopia,84146,3,0,0
8458,Ashley Dixon,27,Marketing,2018-01-01,3,Zebronia,83110,3,0,0
6368,Lisa Mosley,54,Operations,2022-01-01,10,Utopia,100868,5,0,0
8349,Theresa Mcguire,51,Development,2018-01-01,8,Lumeria,107111,5,0,0
3634,Nicole Peterson,46,Support,2017-01-01,12,Utopia,102689,3,0,4
9013,Steven Hawkins,46,Support,01/01/2022,19,Aqualis,99047,4,0,4
4775,Mia Vargas,52,Leadership,2024-01-01,8,Kaldora,266751,5,0,0
1411,Selena Burton,46,Supprt,2020/01/01,14,niRvOn,119233,4,0,5
3601,Cody Forbes,49,Marketing,2010-01-01,20,aQuALIs,110002,2,0,0
3450,Christina Baker,48,Development,2011-01-01,3,Arkalon,102443,High Performer,0,0
7599,Joyce Williams,39,Development,2022-01-01,16,Drogol,116901,2,0,0
5378,Sandra Armstrong,46,Support,2021-01-01,9,DrOGol,111888,4,0,4
2575,Michael Hunt,51,Sales,01-01-2023,19,Xentara,130406,4,97435,0
5177,Tiffany Thornton,35,Support,01-01-2012,13,Utopia,92066,2,0,3
4889,David Lawson,43,Development,2017-01-01,6,Zebronia,101846,5,0,0
2159,Briana Powell,38,Operations,2015-01-01,10,Drogol,100595,3,0,0
4973,Nicholas Taylor,41,Development,2017-01-01,3,Xentara,88272,3,0,0
3912,Christopher Bell,33,Development,2025-01-01,7,Utopia,91509,4,0,0
5949,Darren Duncan,28,SUPP,01-01-2011,3,Xentara,77973,1,0,1
7709,Jennifer Green,54,Support,2019-01-01,16,Xentara,112860,4,0,5
7489,Robert Ellis,38,Development,2023-01-01,14,Drogol,112056,4,0,0
8635,,52,Development,2016-01-01,17,Zebronia,120402,2,0,0
9009,Ian Moody,37,Sales,2015-01-01,3,Aqualis,99303,2,44516,0
7183,Thomas Ray,40,Marketing,2023-01-01,4,Nirvon,90835,5,0,0
4748,James Daniel,33,Operations,01-01-2025,8,Arkalon,87226,4,0,0
5207,Tonya Spencer,45,Marketing,01/01/2011,19,Drogol,107117,2,0,0
7366,Patrick Shaw,31,SALE,2018-01-01,7,Xentara,123383,3,75147,0
4622,Alexander Davis,47,Development,2012-01-01,14,VantOr,126972,4,0,0
3592,Jessica Pitts,51,Sales,2016-01-01,18,Kaldora,84295,1,21718,0
4542,David Simpson,41,SALEs,2023-01-01,1,Vantor,139920,4,112376,0
8420,Kendra Thompson,56,Operations,2025-01-01,12,Utopia,99408,5,0,0
9815,Mary Aguilar,64,Development,2024-01-01,19,Nirvon,123475,4,0,0
1205,,48,Development,2010-01-01,4,Nirvon,94584,4,0,0
7198,Joseph Kerr,61,Development,2019-01-01,20,Nirvon,129810,3,0,0
9363,Jason Ochoa,38,Support,2023-01-01,14,kaldora,87070,2,0,3
4832,Shannon Hubbard,42,Marketing,2020-01-01,10,Aqualis,93150,2,0,0
8434,Vincent Cunningham,62,Sales,2013-01-01,18,Nirvon,154210,4,126998,0
8813,Angel Weber,45,Operations,01/01/2024,4,Arkalon,76524,3,0,0
9942,Natalie Robinson,49,Development,2022-01-01,10,Vantor,102299,2,0,0
3858,Douglas Davies,46,Operations,2023-01-01,8,Nirvon,101992,5,0,0
8469,Patricia Bright,57,Operations,2012-01-01,20,Drogol,115952,2,0,0
1885,Laurie Gutierrez,27,Sales,2012-01-01,1,Nirvon,138331,3,102434,0
2596,Jesse Green,34,Operations,2017-01-01,1,Xentara,77341,2,0,0
6502,Casey Alexander,36,Operations,2024-01-01,13,Zebronia,100375,2,0,0
6296,Mr. William Kane,32,Operations,2015-01-01,1,Kaldora,76739,2,0,0
2867,Brandon Fitzpatrick,27,Operations,2012-01-01,3,vaNtOr,84121,3,0,0
7837,Alejandra Becker,42,Development,01/01/2016,4,Vantor,87510,2,0,0
7718,John Bennett,29,Operations,2020-01-01,7,Arkalon,101640,4,0,0
6340,Stacey White,33,Support,2017-01-01,5,luMERia,82377,2,0,1
3204,Richard Lucas,47,Operations,2013-01-01,4,Aqualis,90427,4,0,0
5198,Frederick Daniels,45,Marketing,2023-01-01,20,Vantor,109787,2,0,0
3673,Gabriela Crawford,35,Support,2019-01-01,11,Kaldora,98392,3,0,3
3705,Audrey Allen,53,Operations,2024/01/01,11,Nirvon,102386,4,0,0
1349,April Manning,43,Support,2014-01-01,8,Lumeria,89555,3,0,2
5238,Donna Vasquez,49,Development,2012-01-01,10,ArkALOn,119742,5,0,0
3541,Johnny Harrington,49,Development,01/01/2016,11,Xentara,105467,2,0,0
2653,James Rocha,33,Development,01/01/2015,9,kALDora,99427,2,0,0
2239,Jacob Proctor,49,Marketing,2011-01-01,19,Drogol,111563,3,0,0
1655,Christina Day,42,Development,01/01/2024,18,Drogol,120047,4,0,0
2443,Andrew Valencia,52,Marketing,2021-01-01,14,Xentara,101807,3,0,0
4945,Charles Bean,43,Operations,2013/01/01,7,Aqualis,89072,2,0,0
8092,Howard Wilson,43,Operations,2012-01-01,16,Xentara,125096,5,0,0
2246,Christina Small,32,Operations,2012-01-01,9,Zebronia,97013,3,0,0
7001,Bridget Shea,33,Operations,2013-01-01,2,Vantor,82181,3,0,0
7342,Donna Bell,39,Support,01-01-2013,13,Utopia,,1,0,2
7221,Sara Pollard,46,Sales,2019-01-01,11,Xentara,132526,3,94504,0
2429,Stephanie Schmitt,36,Operations,01-01-2012,11,Lumeria,104697,4,0,0
6601,Anne Peterson,43,Development,2015-01-01,12,Aqualis,109800,3,0,0
1766,Michael Smith,33,Operations,2026-01-01,3,Zebronia,73479,3,0,0
1692,Mark Johns,31,Development,2012-01-01,9,Vantor,117114,5,0,0
5123,,43,Operations,2026-01-01,6,Utopia,74244,2,0,0
9083,Denise Cunningham DDS,42,Operations,01/01/2017,9,Xentara,97998,Medium,0,0
6574,Karen Alvarez,60,Operations,2018-01-01,18,Aqualis,111983,2,0,0
4295,Barbara Brooks,53,Sales,2011-01-01,16,Kaldora,158329,4,132746,0
9830,Justin Jimenez,56,Development,2020/01/01,16,Kaldora,127841,5,0,0
1228,Deborah Russell,43,Operations,2011-01-01,11,Aqualis,100715,3,0,0
9319,Amber Pierce,45,Support,01/01/2013,12,Xentara,88281,2,0,2
3036,,47,Development,2018-01-01,10,Lumeria,-49092,4,0,0
4925,,24,Development,2023-01-01,1,Zebronia,83475,3,0,0
1394,Sherri Moreno,45,Development,2022-01-01,15,Xentara,115754,Medium Low,0,0
3095,Carolyn Williams,50,Operations,2021-01-01,15,Nirvon,115773,5,0,0
2382,Melissa Goodman,34,Marketing,2023-01-01,4,ARkaLoN,88082,4,0,0
2229,Angela Moore,29,Sales,2023-01-01,4,Aqualis,151547,4,135492,0
9534,Ann Morris,46,Development,2026-01-01,13,Kaldora,105911,4,0,0
6932,Christopher Brady,51,Operations,01-01-2020,9,VaNtOR,,4,0,0
6500,Jacob Garrison,33,Marketing,2015-01-01,10,NIrvOn,95732,3,0,0
8095,Michelle Wilkinson,25,Development,2014-01-01,1,Zebronia,80442,2,0,0
2260,Wendy Taylor,41,Development,2016-01-01,5,Vantor,90514,2,0,0
6643,Christopher Marshall,49,Development,2024-01-01,16,Drogol,111603,3,0,0
3374,Madison Moreno,57,Sales,2017-01-01,18,Kaldora,118278,3,69097,0
1521,Alyssa Fernandez,62,Development,2020-01-01,20,Zebronia,138178,5,0,0
4702,Paula Martinez,44,Development,2018-01-01,2,Zebronia,91978,5,0,0
5350,Melissa Johnson,45,Slaes,2020-01-01,19,Vantor,152714,4,111697,0
5031,Jeffrey Owens,35,Development,2014-01-01,3,Zebronia,99662,4,0,0
7216,Melissa Martinez,57,Support,2021-01-01,14,Kaldora,112613,Medium High,0,4
3307,Crystal Elliott,55,Supprt,01-01-2025,10,Drogol,101897,4,0,5
5347,Marcus Mendez,51,Sales,2026-01-01,19,aRKaLoN,127595,3,106953,0
3393,Collin Parks,53,Development,01/01/2018,15,Utopia,122813,4,0,0
1129,,39,Development,2025-01-01,7,Aqualis,92710,4,0,0
6135,James Morgan,43,Development,2019-01-01,8,Drogol,98383,2,0,0
6408,Deborah Davis,53,Sales,2010-01-01,18,Aqualis,156659,4,118274,0
2240,Connor Terry,46,Support,2012-01-01,19,Kaldora,109691,5,0,4
1521,Katherine Delgado,51,Sales,2022-01-01,16,Zebronia,90201,1,45510,0
9872,Stephanie Taylor,41,Development,2016/01/01,8,Xentara,98391,2,0,0
9066,Kyle Orr,61,Support,2021-01-01,20,Zebronia,86945,2,0,2
3724,Juan Armstrong,60,Development,2019-01-01,20,Kaldora,126538,2,0,0
5235,Mrs. Ashley Brown,34,Sales,2025-01-01,10,Lumeria,-45930,3,83234,0
6232,,41,Support,2015-01-01,13,Lumeria,112957,4,0,5
7535,Kevin Adams,32,Support,2017-01-01,5,XEntaRa,111912,4,0,5
5536,Briana Perry,54,Leadership,2022-01-01,20,Lumeria,500000,3,0,0
4838,Crystal Baxter,53,Support,2023-01-01,19,Utopia,112595,4,0,5
1846,Nancy Smith,48,Support,2021-01-01,9,Lumeria,117886,5,0,4
3726,Alicia Rangel,47,Development,2016-01-01,17,ArKaLoN,119965,2,0,0
8610,Jorge Perez,42,Marketing,2017-01-01,3,Aqualis,95538,5,0,0
6258,,45,Operations,2018/01/01,4,Zebronia,98032,4,0,0
7856,John Robinson,52,Development,2023/01/01,20,Aqualis,130287,3,0,0
4372,Brandon Short,46,Marketing,2022-01-01,19,Arkalon,-38144,3,0,0
3775,Jennifer Murphy,49,Marketing,2013/01/01,4,Drogol,96822,5,0,0
5557,Jeremy Hurley,48,Operations,2016-01-01,20,Arkalon,115510,2,0,0
6815,Shane Peterson,48,Operations,2012-01-01,3,Lumeria,87348,4,0,0
4845,Susan Smith,42,MKT,01-01-2025,17,Drogol,104479,5,0,0
1348,Julie Williams,40,Operations,2019-01-01,3,Aqualis,82507,2,0,0
9589,Theresa Mcintyre,55,Operations,2016-01-01,20,Aqualis,119350,3,0,0
3115,Andrea Baldwin,52,Development,2022/01/01,10,XENtArA,108141,5,0,0
4646,James Martin,27,Development,2020-01-01,3,Lumeria,88059,3,0,0
2857,Katherine Chen,38,Sales,2021-01-01,7,arkALon,164254,5,138054,0
5889,Timothy Dougherty,58,Development,2013-01-01,18,Vantor,140479,5,0,0
9138,Tyler Thomas,30,Development,2022/01/01,6,Zebronia,91600,2,0,0
9473,Ricky Galvan,47,Support,2011/01/01,16,arKAlON,78096,1,0,1
4058,Sabrina Mills,46,Development,2024-01-01,13,Arkalon,107842,4,0,0
8478,Robert Cook,53,Development,2019-01-01,17,Nirvon,121946,3,0,0
4124,Jared Black,31,Sales,2016-01-01,8,Drogol,138360,4,96092,0
2980,Lisa Morales,45,Development,2023-01-01,17,Aqualis,119264,2,0,0
5112,Amy Farrell,52,Leadership,2013/01/01,19,ArKalON,,4,0,0
2309,Peter Klein,44,Support,2018-01-01,2,Arkalon,85275,1,0,2
5716,Kevin Lopez,46,Sales,2023-01-01,15,VAntor,96931,1,57551,0
8998,Amanda Moore,30,Operations,2012-01-01,7,Vantor,89419,2,0,0
5649,,25,Operations,2020-01-01,3,Xentara,95782,4,0,0
8411,Thomas Wagner,57,Development,2015-01-01,16,Zebronia,127188,5,0,0
2589,Laurie Lee,53,Operations,2018-01-01,19,Vantor,118055,3,0,0
3239,Erin Contreras,53,Development,2016-01-01,19,Zebronia,141805,5,0,0
6337,David Dyer,37,Leadership,2019-01-01,5,Utopia,500000,3,0,0
4028,Mark Powers,43,Operations,2012-01-01,5,Aqualis,91914,4,0,0
3522,Keith Hines,52,Development,2024-01-01,9,Xentara,103080,5,0,0
9643,Jessica Trujillo,48,Operations,2021-01-01,6,Xentara,104521,5,0,0
2476,Laurie Bailey,41,Marketing,2010-01-01,7,Kaldora,95789,5,0,0
5402,Karen Greer,31,Support,2015-01-01,4,Utopia,118119,5,0,4
3797,Albert Davies,44,Marketing,2021-01-01,16,Kaldora,117613,4,0,0
2528,Brooke Newman,41,Operations,2025-01-01,13,Kaldora,102515,5,0,0
9260,Sheila Mcintosh,35,Operations,2012-01-01,3,Nirvon,94149,4,0,0
8678,Mrs. Carla Anderson MD,49,Development,2016-01-01,16,Aqualis,119030,3,0,0
5028,Janice Gibson,39,Operations,2018-01-01,16,Xentara,114699,4,0,0
2878,Kimberly Perry,41,Sales,2024-01-01,18,Kaldora,,1,32277,0
2226,Francisco Bryant,57,Marketing,2017-01-01,12,Nirvon,102534,4,0,0
7965,,43,Development,2017-01-01,16,Utopia,118180,2,0,0
1446,Christian Parsons,59,Development,01/01/2017,20,Xentara,142677,4,0,0
7148,Charles Jones,24,Sales,2017-01-01,1,Xentara,116664,3,65357,0
4204,Robin Francis,39,Development,2019-01-01,2,Vantor,100565,5,0,0
1573,,49,Sales,2015-01-01,16,Arkalon,87286,1,28457,0
7076,James Reed,41,Development,2024-01-01,10,Nirvon,100926,2,0,0
9373,Derrick Cochran,35,Development,2014-01-01,9,aQUaLIs,114557,4,0,0
8554,Heather Miller,34,Sales,01/01/2012,9,LuMerIA,144225,3,119450,0
9244,Benjamin Day,37,Marketingg,2015-01-01,5,Drogol,99608,5,0,0
5592,William Gonzales,31,Development,2014-01-01,4,Vantor,89321,3,0,0
2162,Amanda Hogan,46,Operations,2010-01-01,3,Arkalon,93113,5,0,0
3086,Michael Hawkins,47,Marketing,2013-01-01,9,Vantor,93465,3,0,0
7176,Jesse Olson,46,Operations,2011-01-01,10,Zebronia,100779,3,0,0
2410,Sarah Abbott,48,Sales,2021-01-01,8,Utopia,145447,3,118452,0
1837,Paul Cooper,40,Operations,2016-01-01,4,XENTARA,94991,5,0,0
1250,Victor Smith,49,Sales,2017-01-01,4,Vantor,93110,Medium Low,30945,0
1190,,39,Sales,2014-01-01,4,Nirvon,155713,4,130321,0
4672,Mia Davis,45,Support,01/01/2015,9,Zebronia,,Low Performer,0,1
7954,Lori Pacheco,57,Development,2015-01-01,16,ArkAlOn,131941,4,0,0
7423,Amanda Mathews,51,Marketing,2010-01-01,14,Utopia,103138,3,0,0
5789,Lauren Wise,54,Development,01-01-2014,15,Drogol,125175,5,0,0
9101,Michele Mcintosh,30,Support,2021/01/01,2,niRvon,-73292,3,0,4
4421,Eugene Martin,58,Support,2026-01-01,16,vANTOR,67389,1,0,1
7686,Nathaniel Johnson,61,Development,2016-01-01,18,AqUaLIS,125522,3,0,0
4596,Robert Cohen,42,Marketing,2010-01-01,2,Kaldora,84284,Medium High,0,0
5941,Debra Alvarado,51,Sales,2011/01/01,19,Zebronia,160932,5,127813,0
1784,,57,Sales,2019-01-01,19,Xentara,118326,3,68779,0
4820,George Harrison,53,Sales,2025-01-01,20,Nirvon,-94605,5,138595,0
6712,Shannon Lambert,38,Operations,2024-01-01,11,Kaldora,95778,2,0,0
9943,James Johnson,59,Development,2011-01-01,18,Xentara,122617,2,0,0
6163,Timothy Kelly,42,Support,2023-01-01,19,Nirvon,99919,4,0,3
6289,Kevin Reyes,42,Marketing,01-01-2011,14,Utopia,114050,5,0,0
2835,Angela Humphrey,50,Marketing,2015-01-01,19,Drogol,,5,0,0
6995,Donna Adams,-90,Marketing,2016-01-01,12,vANtoR,95387,2,0,0
1558,Melinda Sanchez,50,Operations,2022-01-01,18,Zebronia,115312,5,0,0
4703,Jason Miranda,56,Development,2019-01-01,19,Nirvon,140421,4,0,0
9691,Lydia Wong,56,Development,2021-01-01,19,Xentara,135410,5,0,0
9412,Jose Diaz,42,Sales,2023-01-01,12,Utopia,80648,1,25820,0
9089,Kristina Burton,42,Support,2019-01-01,20,Vantor,97527,3,0,3
5556,Joseph Cook,39,Operations,2021-01-01,9,aRkAlON,110473,5,0,0
8350,Amanda Mccoy,55,Sales,2025-01-01,14,Zebronia,88161,2,39531,0
9416,Joe Long,60,Support,2018-01-01,19,Nirvon,86791,2,0,2
5207,Kevin Clark,43,Support,01/01/2026,3,Kaldora,84106,3,0,3
7991,Daniel Richmond,26,Marketing,01-01-2011,3,Utopia,82818,3,0,0
3825,James Blackwell,40,Marketing,01/01/2024,3,Xentara,78051,2,0,0
5637,Ronald Mcclain,48,Development,2013/01/01,20,Zebronia,128361,2,0,0
6461,Krystal Lopez,46,Development,01/01/2013,7,Lumeria,109029,4,0,0
5979,Timothy Gomez,38,Operations,2017-01-01,5,Aqualis,99711,4,0,0
2634,Edwin Gallegos,54,Development,2020/01/01,9,Arkalon,106517,4,0,0
8089,Jennifer Rodriguez,54,Support,2013-01-01,12,Drogol,102939,Medium,0,4
3956,Scott Clark,54,Support,01/01/2023,20,Kaldora,113104,4,0,5
9509,Laura Hernandez,50,Marketing,2013-01-01,6,kaLDOra,84923,2,0,0
8888,Brian Martinez,58,Sales,01-01-2022,13,Kaldora,125544,2,85923,0
